0,0
12,500
24,500
36,500
48,500
60,500
72,500
84,500
96,500
108,500
120,500
132,500
144,500
156,500
168,500
180,500
192,500
204,500
216,500
228,500
240,500
252,500
264,500
276,500
288,500
300,500
312,500
324,500
336,500
348,500
360,500
372,500
384,500
396,500
408,500
420,500
432,500
444,500
456,500
468,500
480,500
492,500
504,500
516,500
528,500
540,500
552,500
564,500
576,500
588,500
600,500
612,500
624,500
636,500
648,500
660,500
672,500
684,500
696,500
708,500
720,500
732,500
744,500
756,500
768,500
780,500
792,500
804,500
816,500
828,500
840,500
852,500
864,500
876,500
888,500
900,500
912,500
924,500
936,500
948,500
960,500
972,500
984,500
996,500
1008,500
1020,500
1032,500
1044,500
1056,500
1068,500
1080,500
1092,500
1104,500
1116,500
1128,500
1140,500
1152,500
1164,500
1176,500
1188,500
1200,500
1212,500
1224,500
1236,500
1248,500
1260,500
1272,500
1284,500
1296,500
1308,500
1320,500
1332,500
1344,500
1356,500
1368,500
1380,500
1392,500
1404,500
1416,500
1428,500
1440,500
1452,500
1464,500
1476,500
1488,500
1500,500
1512,500
1524,500
1536,500
1548,500
1560,500
1572,500
1584,500
1596,500
1608,500
1620,500
1632,500
1644,500
1656,500
1668,500
1680,500
1692,500
1704,500
1716,500
1728,500
1740,500
1752,500
1764,500
1776,500
1788,500
1800,500
1812,500
1824,500
1836,500
1848,500
1860,500
1872,500
1884,500
1896,500
1908,500
1920,500
1932,500
1944,500
1956,500
1968,500
1980,500
1992,500
2004,500
2016,500
2028,500
2040,500
2052,500
2064,500
2076,500
2088,500
2100,500
2112,500
2124,500
2136,500
2148,500
2160,500
2172,500
2184,500
2196,500
2208,500
2220,500
2232,500
2244,500
2256,500
2268,500
2280,500
2292,500
2304,500
2316,500
2328,500
2340,500
2352,500
2364,500
2376,500
2388,500
2400,500
2412,500
2424,500
2436,500
2448,500
2460,500
2472,500
2484,500
2496,500
2508,250
2520,250
2532,250
2544,250
2556,250
2568,250
2580,250
2592,250
2604,250
2616,250
2628,250
2640,250
2652,250
2664,250
2676,250
2688,250
2700,250
2712,250
2724,250
2736,250
2748,250
2760,250
2772,250
2784,250
2796,250
2808,250
2820,250
2832,250
2844,250
2856,250
2868,250
2880,250
2892,250
2904,250
2916,250
2928,250
2940,250
2952,250
2964,250
2976,250
2988,250
3000,250
3012,250
3024,250
3036,250
3048,250
3060,250
3072,250
3084,250
3096,250
3108,250
3120,250
3132,250
3144,250
3156,250
3168,250
3180,250
3192,250
3204,250
3216,250
3228,250
3240,250
3252,250
3264,250
3276,250
3288,250
3300,250
3312,250
3324,250
3336,250
3348,250
3360,250
3372,250
3384,250
3396,250
3408,250
3420,250
3432,250
3444,250
3456,250
3468,250
3480,250
3492,250
3504,250
3516,250
3528,250
3540,250
3552,250
3564,250
3576,250
3588,250
3600,250
3612,100
3624,100
3636,100
3648,100
3660,100
3672,100
3684,100
3696,100
3708,100
3720,100
3732,100
3744,100
3756,100
3768,100
3780,100
3792,100
3804,100
3816,100
3828,100
3840,100
3852,100
3864,100
3876,100
3888,100
3900,100
3912,100
3924,100
3936,100
3948,100
3960,100
3972,-500
3984,-500
3996,-500
4008,-500
4020,-500
4032,-500
4044,-500
4056,-500
4068,-500
4080,-500
4092,-500
4104,-500
4116,-500
4128,-500
4140,-500
4152,-500
4164,-500
4176,-500
4188,-500
4200,-500
4212,-500
4224,-500
4236,-500
4248,-500
4260,-500
4272,-500
4284,-500
4296,-500
4308,-500
4320,-500
4332,-500
4344,-500
4356,-500
4368,-500
4380,-500
4392,-500
4404,-500
4416,-500
4428,-500
4440,-500
4452,-500
4464,-500
4476,-500
4488,-500
4500,-500
4512,-500
4524,-500
4536,-500
4548,-500
4560,-500
4572,-500
4584,-500
4596,-500
4608,-500
4620,-500
4632,-500
4644,-500
4656,-500
4668,-500
4680,-500
4692,-500
4704,-500
4716,-500
4728,-500
4740,-500
4752,-500
4764,-500
4776,-500
4788,-500
4800,-500
4812,-500
4824,-500
4836,-500
4848,-500
4860,-500
4872,-500
4884,-500
4896,-500
4908,-500
4920,-500
4932,-500
4944,-500
4956,-500
4968,-500
4980,-500
4992,-500
5004,-500
5016,-500
5028,-500
5040,-500
5052,-500
5064,-500
5076,-500
5088,-500
5100,-500
5112,-500
5124,-500
5136,-500
5148,-500
5160,-500
5172,-500
5184,-500
5196,-500
5208,-500
5220,-500
5232,-500
5244,-500
5256,-500
5268,-500
5280,-500
5292,-500
5304,-500
5316,-500
5328,-500
5340,-500
5352,-500
5364,-500
5376,-500
5388,-500
5400,-500
5412,-500
5424,-500
5436,-500
5448,-500
5460,-500
5472,-500
5484,-500
5496,-500
