0,0
12,0
24,523.943662
36,534.5070423
48,450
60,361.2676056
72,319.0140845
84,420.4225352
96,547.1830986
108,469.0140845
120,462.6760563
132,418.3098592
144,439.4366197
156,426.7605634
168,485.915493
180,316.9014085
192,245.0704225
204,283.0985915
216,276.7605634
228,293.6619718
240,433.0985915
252,479.5774648
264,439.4366197
276,331.6901408
288,321.1267606
300,363.3802817
312,462.6760563
324,338.028169
336,357.0422535
348,287.3239437
360,331.6901408
372,411.971831
384,439.4366197
396,312.6760563
408,338.028169
420,460.5633803
432,631.6901408
444,549.2957746
456,604.2253521
468,547.1830986
480,663.3802817
492,564.084507
504,726.7605634
516,600
528,602.1126761
540,471.1267606
552,420.4225352
564,420.4225352
576,464.7887324
588,469.0140845
600,483.8028169
612,498.5915493
624,464.7887324
636,367.6056338
648,407.7464789
660,452.1126761
672,559.8591549
684,526.056338
696,614.7887324
708,475.3521127
720,420.4225352
732,297.8873239
744,308.4507042
756,280.9859155
768,293.6619718
780,338.028169
792,371.8309859
804,238.7323944
816,335.915493
828,359.1549296
840,504.9295775
852,430.9859155
864,515.4929577
876,477.4647887
888,621.1267606
900,496.4788732
912,589.4366197
924,475.3521127
936,352.8169014
948,367.6056338
960,359.1549296
972,251.4084507
984,392.9577465
996,483.8028169
1008,564.084507
1020,481.6901408
1032,614.7887324
1044,483.8028169
1056,481.6901408
1068,407.7464789
1080,542.9577465
1092,388.7323944
1104,289.4366197
1116,236.6197183
1128,255.6338028
1140,354.9295775
1152,464.7887324
1164,382.3943662
1176,511.2676056
1188,392.9577465
1200,545.0704225
1212,452.1126761
1224,365.4929577
1236,443.6619718
1248,532.3943662
1260,380.2816901
1272,314.7887324
1284,249.2957746
1296,287.3239437
1308,274.6478873
1320,388.7323944
1332,300
1344,454.2253521
1356,466.9014085
1368,616.9014085
1380,473.2394366
1392,600
1404,532.3943662
1416,614.7887324
1428,390.8450704
1440,382.3943662
1452,454.2253521
1464,526.056338
1476,418.3098592
